,cohort,treatment2,user_count,has_ride_sum,has_ride_avg,discount_all_avg,discount_avg,gmv_avg,nmv_avg,finished_order_avg,control_gmv_avg,control_has_ride_avg,control_discount_all_avg,gmv_uplift,gmv_uplift_ratio,activation_uplift,activation_uplift_ratio,discount_all_sum p-val,gmv_sum p-val,nmv_sum p-val,finished_order_count p-val,has_ride p-val
0,high_frequency,None_control,4712,686,0.14558573853989815,0.000755708612404427,0.0,0.6538392496928186,0.653083541080414,0.25615449915110355,0.6538392496928186,0.14558573853989815,0.000755708612404427,,,,,1.0,1.0,1.0,1.0,1.0
1,high_frequency,"ZA, Durban, 2021W4, unlockable lock test, -10% x 10 (5 ZAR)_10",4655,687,0.14758324382384533,0.04953154982622192,0.049472196498053976,0.6622184515023589,0.6126869016761372,0.26079484425349087,0.6538392496928186,0.14558573853989815,0.000755708612404427,0.008379201809540326,0.16916898096139102,0.001997505283947182,0.04032793827278358,0.0,0.8548,0.3627,0.7741,0.7847
2,high_frequency,"ZA, Durban, 2021W4, unlockable lock test, -20% x 10 (10 ZAR)_20",4741,778,0.16410040075933346,0.12582932391585464,0.12472655535111236,0.817247202932898,0.6914178790170421,0.3256696899388315,0.6538392496928186,0.14558573853989815,0.000755708612404427,0.1634079532400794,1.2986476296205371,0.01851466221943532,0.14714107684323693,0.0,0.0014,0.417,0.0001,0.0128
3,high_frequency,"ZA, Durban, 2021W4, unlockable lock test, -30% x 10 (15 ZAR)_30",4723,804,0.17023078551767945,0.20435557888828093,0.20250196035436557,0.8851103302155071,0.680754751327226,0.35020114334109675,0.6538392496928186,0.14558573853989815,0.000755708612404427,0.23127108052268852,1.131709159988835,0.024645046977781304,0.12059884595200845,0.0,0.0,0.5525,0.0,0.001
4,high_frequency,"ZA, Durban, 2021W4, unlockable rfm test, -10% x 10 (5 ZAR)_10",4607,691,0.14998914695029303,0.05139185778087374,0.04991826178629715,0.6673493467270809,0.6159574889462079,0.25982200998480576,0.6538392496928186,0.14558573853989815,0.000755708612404427,0.013510097034262314,0.26288399792564615,0.004403408410394882,0.08568299727887396,0.0,0.7819,0.4304,0.8241,0.5493
5,high_frequency,"ZA, Durban, 2021W4, unlockable rfm test, -20% x 10 (10 ZAR)_20",4676,723,0.15461933276304535,0.11169484988244938,0.11169484988244938,0.7271970320725399,0.6155021821900899,0.2880667236954662,0.6538392496928186,0.14558573853989815,0.000755708612404427,0.07335778237972135,0.6567696044797502,0.009033594223147201,0.0808774462981453,0.0,0.1294,0.4055,0.0616,0.2205
6,high_frequency,"ZA, Durban, 2021W4, unlockable rfm test, -30% x 10 (15 ZAR)_30",4670,795,0.1702355460385439,0.19653837679500624,0.19653837679500624,0.8285870612590358,0.632048684464027,0.34132762312633835,0.6538392496928186,0.14558573853989815,0.000755708612404427,0.17474781156621721,0.8891281917347009,0.02464980749864576,0.12541981825949464,0.0,0.0005,0.6349,0.0,0.0011
7,high_recency,None_control,4779,751,0.15714584641138313,0.001383778389568939,0.0,0.7059635479555946,0.7045797695660255,0.26867545511613306,0.7059635479555946,0.15714584641138313,0.001383778389568939,,,,,1.0,1.0,1.0,1.0,1.0
8,high_recency,"ZA, Durban, 2021W4, unlockable lock test, -10% x 10 (5 ZAR)_10",4772,811,0.16994970662196143,0.05360416805772937,0.05360416805772937,0.706828281096529,0.6532241130387985,0.28709136630343673,0.7059635479555946,0.15714584641138313,0.001383778389568939,0.0008647331409343817,0.016131826540113477,0.012803860210578305,0.23885941475276887,0.0,0.986,0.2851,0.2781,0.0907
9,high_recency,"ZA, Durban, 2021W4, unlockable lock test, -20% x 10 (10 ZAR)_20",4903,905,0.18458086885580258,0.13320374389000975,0.13253074138409673,0.8821862929032565,0.7489825490132461,0.3516214562512747,0.7059635479555946,0.15714584641138313,0.001383778389568939,0.17622274494766188,1.3229563959791866,0.02743502244441945,0.20596284791419492,0.0,0.0014,0.3894,0.0,0.0003
10,high_recency,"ZA, Durban, 2021W4, unlockable lock test, -30% x 10 (15 ZAR)_30",4826,923,0.19125569830087027,0.2279242818979068,0.22631313102215284,0.9882551062091748,0.7603308243112655,0.3816825528387899,0.7059635479555946,0.15714584641138313,0.001383778389568939,0.2822915582535802,1.2385321822798412,0.03410985188948715,0.14965431328973466,0.0,0.0,0.2681,0.0,0.0
11,high_recency,"ZA, Durban, 2021W4, unlockable rfm test, -10% x 10 (5 ZAR)_10",4672,789,0.16887842465753425,0.05692910324858037,0.05571331029356157,0.7508506043564066,0.693921501107827,0.2908818493150685,0.7059635479555946,0.15714584641138313,0.001383778389568939,0.04488705640081203,0.7884729222733957,0.01173257824615112,0.20609104265916384,0.0,0.382,0.8308,0.1889,0.1227
12,high_recency,"ZA, Durban, 2021W4, unlockable rfm test, -20% x 10 (10 ZAR)_20",4784,894,0.18687290969899664,0.12988875416308907,0.12969117089811766,0.855845431622522,0.7259566774594318,0.3377926421404682,0.7059635479555946,0.15714584641138313,0.001383778389568939,0.14988188366692745,1.1539250232451603,0.029727063287613514,0.2288655663775791,0.0,0.0042,0.6638,0.0001,0.0001
13,high_recency,"ZA, Durban, 2021W4, unlockable rfm test, -30% x 10 (15 ZAR)_30",4768,857,0.17973993288590603,0.20641044070469616,0.2051423301591177,0.8989698034252889,0.692559362720591,0.35675335570469796,0.7059635479555946,0.15714584641138313,0.001383778389568939,0.1930062554696943,0.9350605270293534,0.022594086474522906,0.10946193611808347,0.0,0.0004,0.8072,0.0,0.0032
